cardId,name,cardSet,type,rarity,mechanics_list,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,locale
GILA_BOSS_23t,Chuck,The Witchwood,Spell,,None,0,Neutral,,6,,,,,Chris Seaman,Discard all minions\nfrom your hand and\ndeal their Attack to\nthe enemy hero.,,enUS
GIL_805,Coffin Crasher,The Witchwood,Minion,Rare,Deathrattle,1,Priest,,6,5,6,True,,Dave Allsop,<b>Deathrattle:</b> Summon a <b>Deathrattle</b> minion from your hand.,Also does weddings.,enUS
GIL_557,Cursed Castaway,The Witchwood,Minion,Rare,Rush#Deathrattle#Combo,3,Rogue,,6,3,5,True,Pirate,Tyler West Studio,<b>Rush</b>\n<b>Deathrattle:</b> Draw a <b>Combo</b> card from your deck.,She was an ordinary castaway... until she found that cursed volleyball.,enUS
GIL_537,Deadly Arsenal,The Witchwood,Spell,Epic,AffectedBySpellPower,1,Warrior,,6,,,True,,Wayne Reynolds,Reveal a weapon from your deck. Deal its Attack to all minions.,Oh look. A Gorehowl.,enUS
GIL_577t,Doom Rat,The Witchwood,Minion,,None,0,Hunter,,6,6,6,,Beast,,,,enUS
GIL_618,Glinda Crowskin,The Witchwood,Minion,Legendary,Echo#Aura,2,Warlock,,6,7,3,True,,Jomaro Kindred,Minions in your hand have_<b>Echo</b>.,Summon an unlimited* number of minions!**\n\n\n*Six\n**Wisps,enUS
GILA_804,Holy Book,The Witchwood,Spell,,Silence,1,Neutral,,6,0,0,,,Anton Kagounkin,<b>Silence</b> and destroy a minion. Summon a 10/10 copy of it.,,enUS
GIL_840,Lady in White,The Witchwood,Minion,Legendary,Battlecry,1,Priest,,6,5,5,True,,Konstantin Turovec,[x]<b>Battlecry:</b> Cast 'Inner Fire'\n_on every minion in your deck_\n<i>(set Attack equal to Health).</i>,She was a lady in polka dots until the gnomish laundromat incident.,enUS
GIL_124,Mossy Horror,The Witchwood,Minion,Epic,Battlecry,1,Neutral,,6,7,2,True,,Jim Nelson,<b>Battlecry:</b> Destroy all other_minions with 2_or_less_Attack.,"The hills have eyes. And teeth. Pretty bad breath, too.",enUS
GILA_826,Nalaa the Redeemer,The Witchwood,Minion,,Taunt#Divine Shield,2,Neutral,,6,9,9,,,James Ryman,"[x]<b>Divine Shield</b>. <b>Taunt</b>.\nAfter this minion survives\n damage, gain <b>Divine Shield</b>.",,enUS
GILA_401,Sic 'Em,The Witchwood,Spell,,None,0,Neutral,,6,,,,,Hidekaki Takamura,Summon 3 minions from your deck with the highest attack.,,enUS
GIL_549,"Toki, Time-Tinker",The Witchwood,Minion,Legendary,Battlecry,1,Mage,,6,5,5,True,,Adam Byrne,[x]<b>Battlecry:</b> Add a random\n<b>Legendary</b> minion from\nthe past to your hand.,"Just a twist to the left, one quarter turn to the right and ... oops! Well, we didnt need that timeline anyway.",enUS
GIL_198,Azalina Soulthief,The Witchwood,Minion,Legendary,Battlecry,1,Neutral,,7,3,3,True,,Hideaki Takamura,<b>Battlecry:</b> Replace your hand with a copy of your_opponent's.,The cards are always golden on the other side.,enUS
GIL_152,Blackhowl Gunspire,The Witchwood,Minion,Legendary,None,0,Warrior,,7,8,3,True,,Jason Kang,"[x]Can't attack. Whenever\nthis minion takes damage,\ndeal 3 damage to a\nrandom enemy.","The upper windows used to be for aiming. Then we thought: ""Hey! MORE cannons!""",enUS
GIL_807,Bogshaper,The Witchwood,Minion,Epic,None,0,Shaman,,7,8,4,True,Elemental,Jim Nelson,"Whenever you cast a spell, draw a minion from your_deck.",The tricky part is getting them to HOLD their shape.,enUS
GILA_410,Bubba,The Witchwood,Minion,,Battlecry,1,Neutral,,7,9,9,,Beast,Max Grecke,<b>Battlecry</b>: Summon six 1/1 Bloodhounds to attack an enemy minion.,,enUS
GIL_578,Countess Ashmore,The Witchwood,Minion,Legendary,Battlecry#Deathrattle#Lifesteal#Rush,4,Neutral,,7,6,6,True,,James Ryman,"[x]<b>Battlecry:</b> Draw a <b>Rush</b>,\n<b>Lifesteal</b>, and <b>Deathrattle</b>\ncard from your deck.","""1 minion... ah, ah, ah! 2 minions... ah, ah, ah! 3 minions... ah, ah, ah!""",enUS
GIL_121,Darkmire Moonkin,The Witchwood,Minion,Common,Spell Damage,1,Neutral,,7,8,2,True,,Grace Liu,<b>Spell Damage +2</b>,Birds of a feather Moonfire together.,enUS
GIL_120,Furious Ettin,The Witchwood,Minion,Common,Taunt,1,Neutral,,7,9,5,True,,Chris Seaman,<b>Taunt</b>,One head is a morning person. The other head hates morning people.,enUS
GILA_850b,Hallowed Water,The Witchwood,Spell,,None,0,Neutral,,7,0,0,,,Vladimir Kafanov,Restore your hero\nto full Health.\n Draw 5 cards.,,enUS
GIL_825,Lord Godfrey,The Witchwood,Minion,Legendary,Battlecry,1,Warlock,,7,4,4,True,,Alex Horley Orlandelli,"[x]<b>Battlecry:</b> Deal 2 damage to\nall other minions. If any die,\nrepeat this <b>Battlecry</b>.","Betrayed the Alliance. Betrayed the Horde. All for 200 achievement points and a sweet, sweet hat.",enUS
GIL_190,Nightscale Matriarch,The Witchwood,Minion,Rare,None,0,Priest,,7,9,4,True,Dragon,Slawomir Maniak,"Whenever a friendly minion is healed, summon a 3/3_Whelp.","Everywhelp, get in here!",enUS
GIL_117,Worgen Abomination,The Witchwood,Minion,Epic,None,0,Neutral,,7,6,6,True,,Dave Allsop,"At the end of your turn, deal 2 damage to all other damaged minions.",Does anyone want to play dead!?,enUS
GIL_526,Wyrmguard,The Witchwood,Minion,Common,Battlecry#Taunt,2,Neutral,,7,11,3,True,,Tyler West Studio,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",They think they're trusted guardians. Dragons think they're convenient snacks.,enUS
GILA_BOSS_27t,Amalgamate,The Witchwood,Spell,,None,0,Neutral,,8,,,,,Matt Dixon,Destroy all minions. Summon an Amalgamation with the combined\nAttack and Health.,,enUS
GILA_812,Bestiary,The Witchwood,Spell,,None,0,Neutral,,8,0,0,,,Milivoj Ceran,[x]Fill your board with\ncopies of random minions\nfrom your opponent's deck.,,enUS
GIL_119,Cauldron Elemental,The Witchwood,Minion,Common,Aura,1,Neutral,,8,7,7,True,Elemental,Luca Zontini,Your other Elementals have +2 Attack.,Decorating tip: Unused cauldrons can make a lovely elemental display.,enUS
GIL_118,Deranged Doctor,The Witchwood,Minion,Common,Deathrattle,1,Neutral,,8,8,8,True,,Dave Allsop,<b>Deathrattle:</b> Restore #8 Health to your hero.,"Unfortunately, his doctorate is in Murloc Literature.",enUS
GIL_202,Gilnean Royal Guard,The Witchwood,Minion,Rare,Divine Shield#Rush,2,Neutral,,8,8,3,True,,Slawomir Maniak,"[x]<b>Divine Shield</b>, <b>Rush</b>\nEach turn this is in your hand,\nswap its Attack and Health.","Admittedly, they kind of dropped the ball with Prince Liam.",enUS
GIL_202t,Gilnean Royal Guard,The Witchwood,Minion,Rare,Divine Shield#Rush,2,Neutral,,8,3,8,,,Slawomir Maniak,"[x]<b>Divine Shield</b>, <b>Rush</b>\nEach turn this is in your hand,\nswap its Attack and Health.",,enUS
GIL_504,Hagatha the Witch,The Witchwood,Hero,Legendary,Battlecry,1,Shaman,,8,30,,True,,Alex Horley Orlandelli,<b>Battlecry:</b> Deal 3 damage to all minions.,"Curse-bringer, tree-twister, mother of wretched things...Hanzo main.",enUS
GIL_596,Silver Sword,The Witchwood,Weapon,Rare,None,0,Paladin,,8,,3,True,,Nutchapol Thitinunthakorn,"After your hero attacks, give your minions +1/+1.",Silvers malleability limits its utility as an edged weapon. On the other hand... SHINY!,enUS
GIL_658,Splintergraft,The Witchwood,Minion,Legendary,Battlecry,1,Druid,,8,8,8,True,,Craig Elliott,[x]<b>Battlecry:</b> Choose a friendly\nminion. Add a 10/10 copy to\nyour hand that costs (10).,We're going to need some bigger tweezers.,enUS
GIL_616,Splitting Festeroot,The Witchwood,Minion,Epic,Deathrattle,1,Neutral,,8,4,4,True,,Jim Nelson,<b>Deathrattle:</b> Summon two 2/2 Splitting Saplings.,"No use crying over split Festeroot,",enUS
GILA_500h4,Tess Greymane,The Witchwood,Hero,Legendary,Battlecry,1,Rogue,,8,30,,,,J. Axer,[x]<b>Battlecry:</b> Deal 8 damage\nto all minions and choose\na <b>Passive</b> Treasure.,,enUS
GIL_598,Tess Greymane,The Witchwood,Minion,Legendary,Battlecry,1,Rogue,,8,6,6,True,,J. Axer,[x]<b>Battlecry:</b> Replay every card\nfrom another class you've\nplayed this game <i>(targets\nchosen randomly)</i>.,Those who cannot remember their card history are doomed to repeat it.,enUS
GILA_BOSS_57t,Shallow Graves,The Witchwood,Spell,,None,0,Neutral,,9,,,,,Gino Whitehall,Summon 7 random minions that died this_game.,,enUS
GIL_820,Shudderwock,The Witchwood,Minion,Legendary,Battlecry,1,Shaman,,9,6,6,True,,Matt Dixon,[x]<b>Battlecry:</b> Repeat all other\n<b>Battlecries</b> from cards you\nplayed this game <i>(targets\nchosen randomly)</i>.,"Beware the Shudderwock, my son. We're fresh out of vorpal daggers.",enUS
GILA_BOSS_48t,Alternate Timeline,The Witchwood,Spell,,None,0,Neutral,,10,,,,,James Paick,"Start a new game,\nbut your opponent's Health stays the same.",,enUS
GIL_128,Emeriss,The Witchwood,Minion,Legendary,Battlecry,1,Hunter,,10,8,8,True,Dragon,James Ryman,<b>Battlecry:</b> Double the Attack and Health of all minions in_your hand.,Taste your world's corruption! It tastes like chicken.,enUS
GILA_612,Seabreaker Goliath,The Witchwood,Minion,,None,0,Neutral,,10,15,15,,Pirate,Rafael Zanchetin,Costs (1) less for each time you've fired your Cannons.,,enUS
BOT_087e,Academic Espionage,The Boomsday Project,Enchantment,,None,0,Rogue,,,,,,,,Costs (1).,,enUS
BOT_911e,Annoy-o-Module,The Boomsday Project,Enchantment,,Magnetic,1,Paladin,,,,,,,,"<b>Taunt</b>, <b>Divine Shield</b>.",,enUS
BOT_219e,Armed,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,+2/+2.,,enUS
BOTA_BOSS_03h,Astromancer Arwyn,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Gonzalo Ordonez,,,enUS
BOTA_BOSS_16h,Boommaster Flark,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Jomaro Kindred,,,enUS
BOTA_BOSS_15h,Boomnician Breena,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Steve Prescott,,,enUS
BOT_238e,Boomtastic,The Boomsday Project,Enchantment,,Aura,1,Neutral,,,,,,,,Your Mechs have <b>Rush</b>.,,enUS
BOT_238e2,Boomtastic,The Boomsday Project,Enchantment,,Rush,1,Neutral,,,,,,,,Dr. Boom is granting your Mechs <b>Rush</b>.,,enUS
BOT_413e,Brain Power,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,Increased Health.,,enUS
BOT_531e2,Celestial Power,The Boomsday Project,Enchantment,,OneTurnEffect,1,Mage,,,,,,,,You have <b>Spell Damage +2</b> for your next spell this turn.,,enUS
BOT_531e,Celestial Power,The Boomsday Project,Enchantment,,OneTurnEffect,1,Mage,,,,,,,,You have <b>Spell Damage +2</b> for your next spell this turn.,,enUS
BOT_438e,Chipped,The Boomsday Project,Enchantment,Common,None,0,Hunter,,,,,,,,<b>Deathrattle:</b> Add a random Mech to your_hand.,,enUS
BOT_567e,Cloned,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,1/1.,,enUS
BOT_258e,Cloning Vector,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,"Prepared to summon Zerek, Master Cloner",,enUS
BOTA_BOSS_18h,Crystalsmith Kangor,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,James Ryman,,,enUS
BOT_559e,Dealing,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,,,enUS
BOTA_BOSS_20p4,Death Ray,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Ware Lee,<b>Hero Power</b>\nDeal 40 damage to the enemy hero.,,enUS
BOTA_208e,Demonic Research Player Enchant,The Boomsday Project,Enchantment,,OneTurnEffect,1,Neutral,,,,,,,Konstantin Turovec,"This turn, your cards cost Health instead of Mana.",,enUS
BOTA_BOSS_08h,Demonologist Draan,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Arthur Bozonnet,,,enUS
BOTA_BOSS_06h,Dexter the Dendrologist,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Matt Dixon,,,enUS
BOT_517e,Downside Up,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,Attack and Health have been swapped by Topsy Turvy.,,enUS
BOTA_BOSS_20h2,Dr. Boom,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,,,,enUS
BOTA_BOSS_20h,Dr. Boom,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Matt Dixon,,,enUS
BOTA_BOSS_09h,Dr. Morrigan,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Slawomir Maniak,,,enUS
BOTA_BOSS_04p,Duality,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Konstantin Turovec,<i>There's symmetry in the stars.</i>,,enUS
BOTA_BOSS_13h,Electra Stormsurge,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,L. Lullabi & K. Turovec,,,enUS
BOT_411e,Electric,The Boomsday Project,Enchantment,,OneTurnEffect,1,Shaman,,,,,,,,Your next spell this turn casts twice.,,enUS
BOT_411e2,Electricking,The Boomsday Project,Enchantment,,OneTurnEffect,1,Shaman,,,,,,,,Your next spell this turn casts twice.,,enUS
BOT_550e,Electrified,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,+1/+1.,,enUS
BOTA_BOSS_14p,Experimental Necrium,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Vlad Botos,<i>Good poisons work instantly.</i>,,enUS
BOTA_BOSS_16p,Firework Barrage,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,T-Rex,Heal to full to survive this experiment!,,enUS
BOTA_BOSS_15p,Firework Volley,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,T-Rex,Heal to full to survive this experiment!,,enUS
BOT_568e,Fleeting Soul,The Boomsday Project,Enchantment,,None,0,Warlock,,,,,,,,Discards at the end of your turn.,,enUS
BOTA_BOSS_07h,Flobbidinous Floop,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Max Grecke,,,enUS
BOT_434e,Floopy,The Boomsday Project,Enchantment,,None,0,Druid,,,,,,,,Transforming into recent minions.,,enUS
BOT_434e2,Floopy,The Boomsday Project,Enchantment,,None,0,Druid,,,,,,,,3/4.,,enUS
BOT_423e,Floral Arrangement,The Boomsday Project,Enchantment,,None,0,Druid,,,,,,,,Costs (7) less.,,enUS
BOTA_203e,FREEDOM!,The Boomsday Project,Enchantment,,Charge,1,Neutral,,,,,,,Andrew Hou,Has <b>Charge</b>.,,enUS
BOTA_BOSS_20p2,Fusion Core,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Dai Yang,<i>Why stop at souls?</i>,,enUS
BOT_907e,Galvanized,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,Costs (1) less.,,enUS
BOTA_BOSS_07p,Gloop Sprayer,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Arthur Bozonnet,<i>The most effective fertilizer this side of Outland.</i>,,enUS
BOT_444e,Gloopy,The Boomsday Project,Enchantment,,OneTurnEffect,1,Druid,,,,,,,,"Whenever a minion dies this turn, gain 1 Mana Crystal this turn only.",,enUS
BOT_906e,Glow-Tron,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,Increased stats.,,enUS
BOTA_BOSS_17h,Glow-Tron 2000,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Mike Azevedo,,,enUS
BOTA_BOSS_17p,Glowing Laser,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Grace Liu,Heal to full to survive this experiment!,,enUS
BOT_280e,Hologram,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,1/1.,,enUS
BOT_079e,Illuminated,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,+1/+1.,,enUS
BOTA_231e,Incubating,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,<b>Deathrattle:</b> Summon a {0}.,,enUS
BOT_263e,Infused,The Boomsday Project,Enchantment,,None,0,Warlock,,,,,,,,+2/+2.,,enUS
BOTA_BOSS_20p3,Kadoom Bot,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Tyler West Studio,<i>The fuse is lit.</i>,,enUS
BOT_283e,Kinetic Energy,The Boomsday Project,Enchantment,,None,0,Rogue,,,,,,,,Increased stats.,,enUS
BOT_910e,Light Infused,The Boomsday Project,Enchantment,,None,0,Paladin,,,,,,,,+2/+2.,,enUS
BOTA_BOSS_12h,Lil' Stormy,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Luca Zontini,,,enUS
BOT_543e,Mind Meld,The Boomsday Project,Enchantment,,OneTurnEffect,1,Neutral,,,,,,,,Your spells have <b>Lifesteal</b> this turn.,,enUS
BOT_107e,Missile Launcher,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,"When your turn ends, deal 1 damage to other characters.",,enUS
BOT_219te,More Armed,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,+2/+2.,,enUS
BOTA_BOSS_14h,Myra Rotspring,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Slawomir Maniak,,,enUS
BOT_243e,Necroalchemy,The Boomsday Project,Enchantment,,None,0,Rogue,,,,,,,,Copied Deathrattle from {0}.,,enUS
BOT_039e,Necromechanical,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,Your <b>Deathrattles</b> trigger twice.,,enUS
BOT_226e,Nethercharged,The Boomsday Project,Enchantment,,None,0,Warlock,,,,,,,,Attack increased.,,enUS
BOT_422ae,Old Growth,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,+1/+1.,,enUS
BOT_296e,Omega Surge,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,+10 Attack.,,enUS
BOT_576e,Overcharged,The Boomsday Project,Enchantment,,None,0,Rogue,,,,,,,,+4 Attack.,,enUS
BOTA_BOSS_05p,Perfection,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,James Ryman,<i>Everything must be perfect.</i>,,enUS
BOTA_BOSS_10h,Poisonmaster Pollark,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Zoltan Boros,,,enUS
BOT_038e,Primed,The Boomsday Project,Enchantment,,None,0,Hunter,,,,,,,,+1/+1.,,enUS
BOTA_BOSS_18p,Radiant Laser,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Grace Liu,Heal to full to survive this experiment!,,enUS
BOT_566e2,Reckless Experiment,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,Costs (3) less.,,enUS
BOT_566e,Reckless Experiment,The Boomsday Project,Enchantment,,OneTurnEffect,1,Priest,Neutral,,,,,,,This minion will die a reckless death at the end of the turn.,,enUS
BOT_529e,Replicated,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,5/5.,,enUS
BOT_312e,Replicating Menace,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,<b>Deathrattle:</b> Summon three 1/1 Microbots.,,enUS
BOT_069e,Rocketeer,The Boomsday Project,Enchantment,,None,0,Warrior,,,,,,,,<b>Rush</b>.,,enUS
BOT_234e,Shrink Ray,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,1/1.,,enUS
BOT_437e,Slimed,The Boomsday Project,Enchantment,,OneTurnEffect,1,Neutral,,,,,,,,+3/+3 and <b>Rush</b>. Dies a slimy death at the end of the turn.,,enUS
BOTA_BOSS_09p,Soul Battery,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Arthur Bozonnet,<i>Stores souls...\nfor science.</i>,,enUS
BOTA_BOSS_04h,Stargazer Luna,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,L. Lullabi & K. Turovec,,,enUS
BOT_257e,Starstruck,The Boomsday Project,Enchantment,,None,0,Mage,,,,,,,,Costs (1).,,enUS
BOTA_242e,Steel Rattler,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,<b>Poisonous</b>.,,enUS
BOT_558e,Stored Data,The Boomsday Project,Enchantment,,None,0,Priest,,,,,,,,Storing spell.,,enUS
BOTA_BOSS_13p,Stormsurge,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Konstantin Turovec,<i>These puzzles are elementary.</i>,,enUS
BOT_436e,Swapped Cost,The Boomsday Project,Enchantment,,None,0,Paladin,,,,,,,,Cost swapped.,,enUS
BOTA_BOSS_01h2,Test Subject,The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,Ian Ameling,,,enUS
BOT_083e,Toxic,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,+1 Attack.,,enUS
BOTA_BOSS_20p1,True Perfection,The Boomsday Project,Hero Power,,None,0,Neutral,,,,,,,Jakub Kasper,<i>Have you ever seen such a magnificent reflection?</i>,,enUS
BOT_035e,Venomizer,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,<b>Poisonous</b>.,,enUS
BOT_101e2,Warcried,The Boomsday Project,Enchantment,,None,0,Neutral,,,,,,,,+1/+1.,,enUS
BOT_563e,Wargear,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,Increased stats.,,enUS
BOT_443e,Well-Studied,The Boomsday Project,Enchantment,,None,0,Warlock,,,,,,,,+1/+1 from Void Analyst.,,enUS
BOTA_BOSS_05h,"Zerek, Master Cloner",The Boomsday Project,Hero,,None,0,Neutral,,,30,,,,James Ryman,,,enUS
BOT_548e,Zilliax,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,,,,,,,"<b><b>Divine Shield</b>, <b>Taunt</b>, Lifesteal, Rush</b>.",,enUS
BOTA_102,Battery Pack,The Boomsday Project,Spell,,None,0,Neutral,,0,,,,,James Ryman,Refresh all your Mana Crystals.,,enUS
BOT_246,Beakered Lightning,The Boomsday Project,Spell,Common,Overload,1,Shaman,,0,0,0,True,,Evgeniy Dlinnov,Deal $1 damage to all minions. <b>Overload:</b> (2),"Working in a shaman's lab, it's important to be well-grounded.",enUS
BOT_237e,Beryllium Nullifier,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,0,0,0,,,,Can't be targeted by spells or Hero Powers.,,enUS
BOTA_706,Board Clear,The Boomsday Project,Spell,,None,0,Neutral,,0,,,,,,Clear the battlefield\nof all minions!,,enUS
BOTA_203,Breakout,The Boomsday Project,Spell,,Charge,1,Neutral,,0,,,,,Andrew Hou,Give your minions <b>Charge</b>.,,enUS
BOT_021e,Bronze Gatekeeper,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,0,0,0,,,,<b>Taunt</b>.,,enUS
BOTA_241e,Contaminated,The Boomsday Project,Enchantment,,None,0,Druid,,0,,,,,,<b>Poisonous</b>,,enUS
BOTA_232,Cosmic Projection,The Boomsday Project,Spell,,None,0,Neutral,,0,,,,,Slawomir Maniak,Swap hands with your opponent.,,enUS
BOT_562e,Disguised,The Boomsday Project,Enchantment,,None,0,Neutral,Horde,0,0,0,,,,<b>Stealthed</b> until your next turn.,,enUS
BOTA_702,Lethal,The Boomsday Project,Spell,,None,0,Neutral,,0,,,,,,Destroy the enemy hero.,,enUS
BOTA_700,Mirror,The Boomsday Project,Spell,,None,0,Neutral,,0,,,,,,Match the boss's\nside of the\nbattlefield exactly.,,enUS
BOTA_601,Phasing Portal,The Boomsday Project,Spell,,None,0,Warlock,,0,0,,,,Peter Stapleton,Choose a minion.\nPut it on the bottom of your deck.,,enUS
BOT_067e,Rocket Boots,The Boomsday Project,Enchantment,,None,0,Warrior,,0,,,,,,<b>Rush</b>.,,enUS
BOT_020e,Skaterbot,The Boomsday Project,Enchantment,,Magnetic,1,Neutral,,0,0,0,,,,<b>Rush</b>.,,enUS
BOT_251e,Spider Bomb,The Boomsday Project,Enchantment,,Magnetic,1,Hunter,,0,0,0,,,,<b>Deathrattle:</b> Destroy a random enemy minion.,,enUS
BOTA_701,Survival,The Boomsday Project,Spell,,ImmuneToSpellpower,1,Neutral,,0,,,,,,Survive the boss's\nHero Power.,,enUS
BOTA_207,The Swap,The Boomsday Project,Spell,,None,0,Neutral,,0,,,,,L. Lullabi & K. Turovec,Swap minions with your opponent.,,enUS
BOT_517,Topsy Turvy,The Boomsday Project,Spell,Common,None,0,Priest,,0,,,True,,Jim Nelson,Swap a minion's Attack and Health.,"""Help! I've fallen and I can't get down!""",enUS
BOT_914h,Whizbang the Wonderful,The Boomsday Project,Hero,Free,None,0,Whizbang,,0,30,0,,,,,,enUS
BOTA_450,A Storm of Souls,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Board Clear Puzzle B-1.,,enUS
BOTA_444,Airborne Assault,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Board Clear Puzzle 4-1.,,enUS
BOT_908,Autodefense Matrix,The Boomsday Project,Spell,Common,Secret#Divine Shield,2,Paladin,,1,,,True,,Zero,"<b>Secret:</b> When one of your minions is attacked, give it <b>Divine Shield</b>.",We call it the bubble machine.,enUS
BOTA_240,Back-up Plan,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,Konstantin Turovec,Destroy all friendly minions.,,enUS
BOT_054,Biology Project,The Boomsday Project,Spell,Common,None,0,Druid,,1,,,True,,J. Paick & K. Turovec,Each player gains 2_Mana Crystals.,Step 1: Grow giant evil strawberry.\nStep 2: ????\nStep 3: Rule Azeroth!,enUS
BOTA_301,Cold Blooded,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Lethal Puzzle 1-1.,,enUS
BOTA_516,Cruel Souls,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Mirror Puzzle B-1.,,enUS
BOT_447,Crystallizer,The Boomsday Project,Minion,Epic,Battlecry,1,Neutral,,1,3,1,True,,David Kegg,[x]<b>Battlecry:</b> Deal 5 damage\nto your hero. Gain 5 Armor.,This elf's winning the arms race.,enUS
BOTA_611,Don't Panic,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Survival Puzzle 1-1.,,enUS
BOT_059,Eternium Rover,The Boomsday Project,Minion,Common,None,0,Warrior,,1,3,1,True,Mech,Vladimir Kafanov,"Whenever this minion takes damage, gain 2_Armor.",He's all beeps and smiles but you're just a walking pile of armor to him.,enUS
BOT_079,Faithful Lumi,The Boomsday Project,Minion,Common,Battlecry,1,Neutral,Neutral,1,1,1,True,Mech,Zero,<b>Battlecry:</b> Give a friendly Mech +1/+1.,They're a little light-headed.,enUS
BOTA_429,Fighter's Finale,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Board Clear Puzzle 2-1.,,enUS
BOTA_500,First Steps,The Boomsday Project,Spell,,None,0,Neutral,,1,,,,,,Start Mirror Puzzle 1-1.,,enUS
BOT_444,Floop's Glorious Gloop,The Boomsday Project,Spell,Legendary,None,0,Druid,,1,,,True,,Arthur Bozonnet,"Whenever a minion dies this turn, gain 1 Mana Crystal this turn only.",How much gloop could Floop's Gloop gloop if Floop's Gloop\ncould gloop gloop?,enUS
BOTA_223,Gelbin's Coil,The Boomsday Project,Minion,,None,0,Neutral,,1,2,1,,Mech,Zoltan Boros,"After you play a spell, deal 1 damage to a random enemy minion.",,enUS
BOT_906,Glow-Tron,The Boomsday Project,Minion,Common,Magnetic,1,Paladin,,1,3,1,True,Mech,Mike Azevedo,<b>Magnetic</b>,"They tried for weeks to make a stealth version, but eventually decided to just let it glow.",enUS
